id	name	host	link	time	yeild	photo	nutrients	instructions	number_ingredients
1624	Coco cerise	750g.com	https://www.750g.com/coco-cerise-r54455.htm	20	6 servings	https://static.750g.com/images/600-600/e3e73e430d7156f78955ecea4b31e9ef/coco-cerise.png	not_given	Step 1 :In a bowl mix the melted butter with the milk, the coconut, the cherries cut into small pieces and the coloring.2nd step :Spread the cookies in a pastry frame _30x20_, press well so that it takes the shape.Pour over the prepared mixture.Step 3:Put it in the fridge while it hardens a little _about 30min_ then bring it out.Melt the chocolate and spread it over and put it in the fridge.Step 4:Cut into a square and serve.	7
1625	Gâteau au chocolat moelleux avec noix de coco râpée	750g.com	https://www.750g.com/gateau-au-chocolat-r48788.htm	45	8 servings	https://static.750g.com/images/600-600/9f8a2a6ecfb43c5db128093ae572ed0e/gateau-au-chocolat.jpg	not_given	Step 1 :Melt the butter and chocolate together over low heat. In a container, mix the sugar and the eggs, then the flour. Once the chocolate and the butter melted, add them to the mixture.The dough must be in mid-liquid texture without lumps.Then incorporate the coconut at your convenience. Make a little oil in the mold with the help of a Sopalin, also put a little flour to prevent the cake from hanging on cooking. Cuire 35 to 40MN in fairly hot oven _200 to 220 ° C_.	6
1626	Bolo Prestigio	750g.com	https://www.750g.com/bolo-prestigio-r91103.htm	80.0	8 servings	https://static.750g.com/images/600-600/67dab9c64061e5415594026b1b705841/bolo-prestigio.jpg	not_given	Step 1 :For the cake: preheat the oven to 180 ° C. In a container, mix the flour, sugar, yeast and cocoa powder. In a second container, whisk the eggs, the oil and the milk. In three times add the content of the second container to the content of the first container. Mix well so as to obtain a smooth and homogeneous paste. Pour the dough into a buttered charlotte mold. Enfour for approx for 30 minutes then cover with an aluminum paper so that the cake does not burn and lower the oven to 160 ° C and cook 10/15 minutes so that the middle of the cake is well done. Unmold and let cool completely. 2nd step :For the coconut cream: in a saucepan, put the sweet condensed milk, the butter and the grated coconut. Cook over low heat while mixing until the cream thickens. Let cool. Step 3:For the ganache: melt the chocolate in a bain marie. Add the cream while mixing to get a smooth ganache. Step 4:For assembly: Equalize the top of the cake so that it is flat and return the so that the widest part is below. Cut the cake in half in the horizontal direction. Mix and put coconut milk and cold water in a vaporizer. Moist the inside of the cake _do not put all the liquid_. Start the coconut cream on the widest part of the cake and cover with the other part. Smooth spatula. Cover with chocolate ganache by spreading it evenly on the entire surface of the cake. Decorate with grated coconut and coffee grain candies. Leave to freeze at room temperature.	16
1627	Gateau au chocolat express	750g.com	https://www.750g.com/gateau-au-chocolat-r90984.htm	60.0	6 servings	https://static.750g.com/images/600-600/e586cb96a18f4dae07675e0285de4d6a/gateau-au-chocolat-express.jpg	not_given	Step 1 :Bring the cream to a boil _heat it in the microwave_, remove from the heat and add the chocolate. Make up with a fork.In 1 terrine mix the eggs and the sugar with an electric whisk for 5 minutes _I know, it_s long_ Step 2:Add the flour + chocolate, mix. Make in the mold then put 45 minutes in a 160 ° oven.Step 3:On the cake add chocolate mix with hot cream, spread the cake _the sides too_, if you want you can decorate it with smarties or other!There I did it with coconut!	7
1628	Gâteau chocolat-coco sans gluten sans lactose	750g.com	https://www.750g.com/gateau-chocolat-coco-sans-gluten-sans-lactose-r100813.htm	65	6 servings	https://static.750g.com/images/600-600/1a9b8d9a35262d2756ae82f3dcc4ef4c/gateau-chocolat-coco-sans-gluten-sans-lactose.jpg	not_given	Step 1 :Preheat the oven to 180 ° C. Melt the chocolate in a double boiler and have it cool down. Separate the white from the yolks.Blanch the yolks with the sugar, incorporate the melted chocolate, the vanilla, the cream and mix. 2nd step :Incorporate the cornstarch, almond powder and mix. Mount the whites until stiff with a pinch of salt, then gently incorporate them into the rest of the preparation. Bake for 45 minutes then sprinkle with grated coconut at the exit of the oven.	8
1629	Un bounty par-ci, une Domie par-là...	750g.com	https://www.750g.com/un-bounty-par-ci-une-domie-par-la-r96640.htm	115.0	6 servings	https://static.750g.com/images/600-600/a56d542c93c5fae2cd9b361eb5193dc9/un-bounty-par-ci-une-domie-par-la....jpg	not_given	Step 1 :Prepare the ingredients: preheat the 180 ° C oven. In your robot_s tank, put the whole eggs with sugar, vanilla sugar and vanilla aroma. Beat everything for 8/10 minutes at fast speed. You will see, at the end of this period of time, your preparation will double or even triple in volume. 2nd step :While the eggs/sugar/vanilla sugar/vanilla aroma mixture, sift the flour, bitter cocoa and baking powder, mix well. Step 3:When the preparation in the robot has doubled in volume, gradually incorporating the sifted powders, gently lifting the dough with a spatula or a maryse. Then put in the oven, from 30 to 35 minutes depending on the devices. Watch out for cooking and above all, do not open the door of your oven before the end of cooking otherwise, your sponge cake will fall back and after, it will be much heavier for tasting and more compact, less light and airy. If the sponge cake is cooked, plant a knife there, if it comes out clean, your cake is ready to be removed from the oven. Let cool. Step 4:Prepare all the ingredients: in your robot_s tank, put the egg yolks and sugar. Blanch the preparation. Another side, put the milk and the vanilla pod cut in 2 lengthwise, of which you will have scraped the interior, in a saucepan and boil everything. Step 5:Meanwhile, when the egg yolk/sugar mixture has laundered, gradually add the cornstarch. When the milk boils, turn off the heat and incorporate it, too little by little, to the previous preparation. Beat everything at fast speed. Once the milk has been incorporated, transfer everything to the pan where the milk has boiled and put back over medium heat, stirring all the time. There, after a while, the mixture will thicken and give a vanilla pastry cream. Step 6:Remove from the heat and add the coconut powder, coconut milk and sweet condensed milk, stirring well each time. The ingredients being relatively cold, your pastry cream will cool. When everything is incorporated, film the cream and set aside. Step 7:Mounting: Cut your chocolate sponge cake _cooled_ in 2, in the direction of width. Take a pastry circle _a foam circle for example_ and surround the cake. Put on one of the 2 trenched parts a thick layer of coconut cream and tamp a little so that it adheres to the cake. Especially distribute the cream well. Then put the second part of the cake on top and put about 1/2 hour in the refrigerator. Step 8:At the end of this period of time, take the cake out of the fridge and using a knife go around the circle and then take it out gently. Step 9:So that the sugar paste adheres to the cake, cover the latter with chocolate spread _trade or you will have done_. Then put for a few minutes in the fridge so that it hardens a little. Step 10:Finally, cover the sugar paste cake ... and let your imagination speak !!! And here it is, a beautiful and good birthday cake inspired by Bounty and which will delight young and old ... To your whips, Marysses and Fourneaux and good appetite !!!!	16
1630	Gâteau choco-coco	750g.com	https://www.750g.com/gateau-choco-coco-r22701.htm	75.0	8 servings	https://static.750g.com/images/600-600/0a2c6b7337483f5633136b0c8e49830a/gateau-choco-coco.png	not_given	Step 1 :Melt the chocolate with the butter in a bain -marie. Found the eggs with the sugar until the whitens _clear and frothy consistency_.2nd step :Add the melted chocolate to the preparation with the butter. Incorporate the sifted flour with the yeast and the salt, then the coconut raised. Pour the dough in a mold from 26 to 28 cm in diameter.Step 3:Cook your chocolate and coconut cake at 190 ° C for about 50 min.Step 4:Unmold the cake on a rack and let it cool. You can also perfume the dough with this chocolate cake and coconut with 4 tsp.rum added to the dough before cooking.	8
1631	Macarons Marocains à la semoule et noix de coco	750g.com	https://www.750g.com/macarons-marocains-a-la-semoule-et-noix-de-coco-r29724.htm	40	10 servings	https://static.750g.com/images/600-600/b52200d76e2b838ba28a44f583635e0e/macarons-marocains-a-la-semoule-et-noix-de-coco.jpg	not_given	Step 1 :Mix the dry ingredients. Batch the eggs with the sugar until the mixture whitens.Stir in the oil then mix again. Add this mixture to the first dry mix then mix again. Look at the dough for 10 minutes. Print the oven. Hum your hands with a little orange blossom water then form dumplingsthe size of a nut.Soak them in the icing sugar without flatten them, place them directly on a parchment baking sheet.Barely cook for 10 minutes.	9
1632	Crêpes marocaines	750g.com	https://www.750g.com/crepes-marocaines-r13971.htm	30	7 servings	https://static.750g.com/images/600-600/b59e2ca64baa6da65eef305b5768deb2/crepes-marocaines.png	not_given	Step 1 :Mix the ingredients the rest 30 minutes at room temperature. Cuire in pancake stove.	7
1633	Brownies à l_américaine	750g.com	https://www.750g.com/brownies-a-lamericaine-r30932.htm	45	6 servings	https://static.750g.com/images/600-600/630bc363f5824fee47ddc9f983b6ff61/brownies-a-l-americaine.png	not_given	Step 1 :Melt the chocolate in pieces in a bain marie. Remove from the heat, add the melted butter and mix gently. Then add the powdered sugar, the sachet of vanilla sugar, the baking soda, the beaten eggs in an omelet with a pinch of salt and mix until you get a homogeneous paste. Finish by incorporating the flour, the cornstarch, the crushed pecans and the small pieces of chocolate. Mix well. Pour the preparation into a rectangular mold or in a financier mold _preferably silicone to facilitate demolding, otherwise you have to butter the molds or place parchment paper in the bottom_. Bake for 15 minutes at 180 ° C then add another 10 or even 15 minutes at 150 ° C. Monitor the cooking well because the brownies must still remain soft and tender in the middle but the cooking depends on the power of your oven and the size of your mold _more or less thick brownies_. Let cool a little, unmold and enjoy warm or cold!	11
1634	Ghoriba _gâteaux marocains facile_	750g.com	https://www.750g.com/ghoriba-gateaux-marocains-facile-r78338.htm	20	4 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Pour the butter, sugar, flour and eggs, in a container.2nd step :Stir until the dough is almost homogeneous.Step 3:It should not be liquid.Step 4:Make small circles the size of an egg.Step 5:Put in the oven on a plate.Step 6:Bake for 15 minutes and ride.Step 7:It_s ready !Step 8:You can add coconut and almonds.	4
1635	Gâteau arabe	750g.com	https://www.750g.com/gateau-arabe-r12790.htm	25	6 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Mix the sugar, the panel, the almonds, the eggs, the melted butter and a few drops of orange blossoms pour into a rectangular mold.Cook for 20 minutes at 220 degrees.During cooking, prepare a syrup with water, sugar and orange blossom with which you will soak the cake as soon as it comes to the oven.	6
1636	Gâteaux marocains secs	750g.com	https://www.750g.com/gateaux-marocains-secs-r38912.htm	35	10 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :In a large mixture bowl: eggs, sugar, butter, yogurt, lemon zest. In another bowl Mix: flour, salt and yeast. Add the bowl _2_ in the bowl _1_ and mix gently.in the oven and put the macaroons the size of a tablespoon. Put in the oven for 15 min.	8
1637	Besboussa à la noix de coco	750g.com	https://www.750g.com/besboussa-a-la-noix-de-coco-r7393.htm	70.0	8 servings	https://static.750g.com/images/600-600/6bf410f115ac5e65c328d779ec3da8fc/besboussa-a-la-noix-de-coco.png	not_given	Step 1 :Beat the eggs with the sugar for 5 minutes until the mixture becomes whitish. Add the vanilla while beating with an electrical mixer. 2nd step :Add the oil and after 2 minutes until the oil is well incorporated add the milk, give a few drummer turns and stop beating. Step 3:Mix the semolina, coconut and yeast and incorporate it with a wooden spatula. Step 4:Once the mixture is homogeneous, pour into a 40 cm diameter square or round pie pan. Step 5:Heat the oven to 200 degrees. 10 min after having bake, reduce to 180 ° C and leave. Step 6:During cooking you mix the sugar and the water and put it on the high heat, when it starts to boil you lower over medium heat and let it reduce. Once the syrup is taken, flavor it with flower water orange tree, honey or honey and rose water aroma. Step 7:We water the cake as soon as we have turned off without bringing it out of the oven, each time it absorbs the quantity paid we add another quantity until the end of the syrup. Step 8:Leave in the oven off to its total cooling. Servir cut either in diamonds or in squares.	12
1638	Skandraniettes, friandise Algérienne	750g.com	https://www.750g.com/skandraniettes-friandise-algerienne-r25998.htm	45	0 servings	https://static.750g.com/images/600-600/c2a54f4181ac1b2b02daf0c4463cd859/skandraniettes-friandise-algerienne.jpg	not_given	Step 1 :Take the flour Add the salt, vanilla, melted butter. Mélangez le tout puis arrosez d_un peu d_eau de fleurs d_oranger en pétrissant la pâte jusqu_à ce qu_elle devienne un peu ferme, laissez reposer ½ heure... Étape 2 :In the meantime, prepare the stuffing, take the almond paste emonded and ground, add the sugar the vanillan Mix everything well. Add the aroma then incorporate the egg whites and the dye. Work the dough until a firm and malleable dough is obtained ... Step 3:Crow the flour paste, spread the length, about 1 mm thick, _I spread with the dough machine, it_s very easy_ make a sausage with the almond dough. Put it on the spreading dough, then wrap once, you get an almond -stuffed sausage. Cut into a diamond, put in a baking dish, under powder with tapered almond, cook for 15 to 20 min. Step 4:Once out of the oven, soak them in honey, put in asissettes and serve cold ........	10
1639	Tiramisu Berbère	750g.com	https://www.750g.com/tiramisu-berbere-r37192.htm	60.0	4 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Mix the egg yolk with honey and mascarpone.Gently add the beaten egg white.2nd step :Prepare Moroccan tea _green + mint + succre_.Pour the tea into a ravier.Step 3:Tramp the boudoirs in the tea and arrange them in a deep ravier.Sprinkle the boudoirs of the Amaretto and orange blossom mixture.Step 4:Spread the first layer of the mascarpone mixture on the boudoirs.Step 5:Repeat the boudoirs, watering, mascarpone display.Step 6:Sprinkle the last layer of mascarpone with mint supreme _fine fine mixture and dry mint_.Step 7:Put preparation for +/- 12 hours in the refrigerator.Serve.	9
1640	Skendraniettes fleuries	750g.com	https://www.750g.com/skendraniettes-fleuries-r78416.htm	60.0	10 servings	https://static.750g.com/images/600-600/45e7e5d1e9b8244ae47a03ff66fbc330/skendraniettes-fleuries.jpeg	not_given	Step 1 :Prepare the dough in a terrine, put the flour, vanilla and margarine, mix well then collect with water and flower water until a firm dough is obtained. Cover and let stand for 2 hours. 2nd step :Prepare the stuffing in a container, mix the almonds, the sugar, the lemon zest and the vanilla and then pick up with the eggs until a firm stuffing is obtained. Divide it into two parts and color each with a food coloring. Step 3:On a work surface, sprinkle with cornstarch and lower the dough using a roller and then get to the machine to n ° 5 and n ° 7. Step 4:Shape a 3cm thick stuffing sausage. Put it on the dough then roll twice and stick the border with the egg white. Roll it lightly with your hands another time. Step 5:Using a knife, cut equal rounds, turn them and press it slightly. Step 6:Using a cookie cutter, cut small flowers from the same dough. Fix them on the cake using a pencil, let stand for 2 hours. Step 7:Put in a floured tray then bake at 160 ° for about 15 minutes. Step 8:After cooking, let cool a little then soak in the mixture _honey + syrup: 1 glass of sugar + 1 glass of water and cook for 15 minutes, then sprinkle with food shine.	16
1641	Tchektchouka ou ratatouille algérienne	750g.com	https://www.750g.com/tchektchouka-ou-ratatouille-algerienne-r33481.htm	45	4 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Grille the peppers and peel them, remove the seeds and cut them into strips.2nd step :Peel and seed the tomato, cut it into small pieces.Step 3:Brown the onions with olive oil, until they are golden brown, add the peppers, tomato, 1 glass of water and simmer for 5 min.Step 4:Salt, pepper, add 1 tbsp of paprika, let simmer again for about 15 minutes, over low heat.Step 5:Before turning off, pour over the 2 beaten eggs, so as to cover the entire preparation and continue cooking for 3 min covered.Step 6:Serve hot and eat with good bread.	10
1642	Mahjouba ou crêpes fourrées franco-algérienne	750g.com	https://www.750g.com/mahjouba-ou-crepes-fourrees-franco-algerienne-r51636.htm	1	0 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Preparation: Mix the semouline and the sifted flour energetically together with the salt. Gradually wet the water so that the dough is firm. Let stand covered for 15 minutes. 2nd step :Meanwhile prepare the stuffing, the ideal and the simplest: put all the ingredients in a robot and all grinds, the onions must keep pieces, do not reduce them in mash. Otherwise if you do not have a robot, take out your handkerchiefs and sniff, sniff, finely size the onions and mix the rest. Step 3:We come back to our dough. Step 4:Knead the dough then for 20 minutes by spraying water. Above all, do not panic. The dough seems very sticky at the beginning when adding water, but little by little the semolina drinks the water. Step 5:I cannot say how much water I put because I see it at the consistency of the dough, we must obtain a light, elastic and non -sticky paste. Step 6:You have to be able to stretch the dough without it tearing itself apart. Let it stand for 5 minutes covered with a cloth. Step 7:Form dumplings of the size of an egg with slightly oiled hands. Step 8:Place a little oil on the worktop and spread it as you do with flour when spreading a pie dough. Step 9:Take a dumpling of dough, stretch it a little, place a little bit of oil on the dough to spread it with your fingers as finely as possible. Step 10:Let me explain, and do at the same time as me and you will understand: put your index and middle finger on the oil placed on the dough and make small circles in order to stretch the dough. We must obtain a kind of pancake of 20 cm almost transparent, elastic and which does not pierce. Place the stuffing on one side and fold the other to form the slipper. Place this slipper in a very hot non -oiled pan _you understand why_. Cook both sides ....	10
1643	Cuisine du Maghreb : la chorba algérienne	750g.com	https://www.750g.com/chorba-algerienne-r45634.htm	95.0	6 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Brown the meat with the very fine cut onion with neutral oil, for 5 minutes add the carrots the zucchini The potato cut into small pieces, brown for 10 minutes add the coriander and the chopped tomatoes.2nd step :Brown everything for 15 minutes, add water to simmer over low heat for 30 minutes, add a glass of hot water and the wet frik.Simmer 10 to 15 minutes. Chorba is eaten hot with Bourek or Metlou3.	10
1644	Mahjouba	750g.com	https://www.750g.com/mahjouba-r39262.htm	55	8 servings	https://static.750g.com/images/600-600/68551011170901f7b9002cc4af2c8717/mhadjeb.jpg	not_given	Step 1 :Make a paste with the semolina the salt and the water and let stand. Cut the onion and tomatoes and put them in the pan with a little oil. Then open the dough and put the stuffing, close. 2nd step :Finally, cook it in the oven or tagine. And present with Harissa.Step 3:	10
1645	Okonomi - yaki	750g.com	https://www.750g.com/okonomi-yaki-r83443.htm	25	6 servings	https://static.750g.com/images/600-600/fa44821c177eedae71f0adf1e2f7a1b2/okonomi-yaki.jpeg	not_given	Step 1 :Sift the flour and yeast in a large bowl.Gradually add the dashi and the egg, mixing quickly until you get a smooth paste.Cover and let stand 30 min.Cut the cabbage leaves into thin slices.Add the cabbage and pork to the dough, mix gently.2nd step :Heat a little oil in a pan, with soft lights.Pour a little dough into it, flatten with a spatula to form a thick pancake.When bubbles start to form, turn the pancake over.Step 3:Brush the cooked side with bulldog sauce, turn there and brush the other side.Quickly repeat the operation once so that the caramelized sauce.Place the pancake on a service plate, garnish with marinated ginger and algae strips and bonite shavings.	11
1646	Ficelles picardes économiques	750g.com	https://www.750g.com/ficelles-picardes-r71688.htm	30	4 servings	https://static.750g.com/images/600-600/a26ac8a3a9e8aedfbef3bceff08bcd20/ficelles-picardes-economiques.jpeg	not_given	Step 1: Prepare the pancake doughMix the eggs with milk, oil and flour.Season and then cook your pancakes.Step 2: Prepare the garnishBrown the chopped shallot and minced mushrooms in a knob of butter then add half the liquid cream.Season.Step 3: Garnish the pancakesPlace a slice of ham on each pancake and then from the mushroom cream and roll your pancakes.Place your Picardy strings in a gratin dish, cover them with a liquid cream, sprinkle with grated gruyère then bake 15 minutes 180 ° C.	15
1647	Légumes à la bretonne	750g.com	https://www.750g.com/legumes-a-la-bretonne-r41614.htm	65.0	8 servings	https://static.750g.com/images/600-600/8ee5df5d11490c746a53990630793c02/legumes-a-la-bretonne.png	not_given	Step 1 :I pour the contents of the preparation bag for buckwheat pancakes in a bowl, then I add the water, mixing with a whisk. I mix until you get a smooth paste. I cook the pancakes and let them cool. 2nd step :I rinse the chard and the mince. In a skillet, I brown the white of the chard with 20 g of butter for 10 min. I then add the green leaves, salt, pepper and nutmeg. I mix well and simmer for another 5 min, until the vegetable water is evaporated. I let cool. Step 3:I preheat the oven to 180 ° C _th. 6_. I mix the chard with the Béchamel sauce. I butter a round gratin dish, a little larger than the pancakes. I place a pancake at the bottom and spread 4 tablespoons of chard with Béchamel. I put another pancake, and I continue by alternating the layers of pancakes and chard until the ingredients are exhausted. Step 4:I finish with a pancake, a grip of a hazelnut of butter and bake the dish for 30 min. I use the hot chard gratin.	9
1648	Crêpes fourrées au reblochon	750g.com	https://www.750g.com/crepes-fourrees-au-reblochon-r46677.htm	45	2 servings	https://static.750g.com/images/600-600/ab3b7771796fe08ddd170f22a30cec86/crepes-fourrees-au-reblochon.png	not_given	Step 1 :Prepare the pancake dough by mixing all the ingredients and let stand if possible 2 hours in the refrigerator. Cook the pancakes as thin as possible in a buttered pan.2nd step :Remove the reblochon crust, cut it into small strips half a centimeter thick. Garn the pancakes, roll them.Step 3:Place them in a buttered baking dish, sprinkle with grated emmental, sprinkle with butter hazelnuts and put 7 to 10 minutes in a hot oven. Serve hot.	8
1649	Aumônière de pêches caramélisées et coulis de pêche	750g.com	https://www.750g.com/aumoniere-de-peche-caramelise-et-son-coulis-de-peche-maison-r47804.htm	45	4 servings	https://static.750g.com/images/600-600/200a11b7b02bc3dcea5a38eab21ff2f1/aumoniere-de-peche-caramelise-et-son-coulis-de-peche-maison.jpg	not_given	Step 1 :Prepare the pancake dough following the above ingredients and let stand 30 min. Prepare 4 pancakes. Peel 3 fisheries and cut them into fine quarters. 2nd step :Prepare the caramel sauce in a stove by putting a sufficient amount of powdered sugar over low heat. When it becomes colorful, incorporate the previously cut peaches. Cook for 10 minutes by turning them from time to time. _Fisheries must be melting and caramelized_ Step 3:Place the peaches in the center of each pancake to start creating the chaplain. Especially reserve the caramel! Step 4:For the coulis: peel 1 fishing and crush it in a saucepan to make a small puree. Add a tablespoon of sugar and 2 tablespoons of cold water. Heat over low heat. Incorporate the crumbled vanilla pod using a knife. Leave to heat 5 min by turning constantly. Add the caramel. Step 5:Pour the preparation over the fishing districts. Slide a few speculos crumbs for a crunchy effect. Close the chaplains with a peak. Step 6:You can also prepare a chocolate rolled pancake for decoration and for the most gourmet. Cut them into a rings and arrange them on the four corners of the plate.	9
1650	La ficelle picarde	750g.com	https://www.750g.com/la-ficelle-picarde-r21854.htm	105.0	6 servings	https://static.750g.com/images/600-600/c6806da7291ea69074a3381cbb5ead0c/la-ficelle-picarde.jpg	not_given	Step 1 :Preparation of the dough: in a bowl put the buckwheat flour, melted butter or oil, water, coarse salt and eggs. Beat the whole and gradually add the wheat flour and 1/2 glass of milk to obtain a homogeneous paste. Then dilute with the rest of the milk. Let the dough rest for 1 hour. Place your pancakes with the krampouz or other. Cover the pile of pancakes with a cloth. 2nd step :For Duxelles: Wash then chop the mushrooms. Tax then chop shallots and onion. Melt the butter in a non -stick pan, sweat the onion and the shallot without coloring. Add the chopped mushrooms, salt and leave on low heat to _to evaporation of vegetation water. Pepper at the end of cooking. Step 3:For Béchamel sauce: Melt the butter. Add the flour, stir some moments with the wooden spoon. Then add and gradually the milk without stirring. At the end of cooking, add the grated gruyère, the grated nutmeg, salt, pepper. Step 4:Realization of your strings: Mix the Duxelles to your Béchamel.Garnate your pancakes with half a ham of ham and then 2 tbsp of Duxelles, roll them and place them in a baking dish that you have slightly topped with liquid cream . Pour the rest of the cream on top of your strings, sprinkle the remaining 50 g of Emmental Emmental and bake in the oven for 10 minutes at 200 ° C to make them brood. Serve without delay.	20
1651	Ficelles picardes traditionnelles et rapides	750g.com	https://www.750g.com/ficelles-picardes-ou-crepes-salees-farcies-r47745.htm	80.0	4 servings	https://static.750g.com/images/600-600/78785148eaea47ac83be352df2b8ed3f/ficelles-picardes-traditionnelles-et-rapides.jpg	not_given	Step 1 :Make the pancake dough: Melt the butter in a small saucepan. Beat the egg in an omelet in a bowl and add the milk. Put the flour and salt in a terrine and dig a well in the center. Pour the egg and milk and mix with a whisk to carefully amalgamate the ingredients. Lie the dough with the rest of the liquid _water but possibility of putting beer_ and adding the melted butter. Simplified in my own way: in a robot put the flour. Add the egg, water, milk. Mix, add the oil and the 1/2 cc of salt. To mix together. 2nd step :Let it rest one hour ... TIC TAC TIC TAC Step 3:Preparation of the garnish: peel the mushrooms _me it was in a box_ and mince them. Brown them in 20 g of butter. Season salt, pepper and nutmeg. Step 4:Make a Béchamel sauce: melt 30 g of butter in a small saucepan; Add the flour and mix intimately. Cook over low heat for 1 to 2 minutes and pour the milk all at once. Whisk so that the flour/butter mixture dissolves and continue until it thickens and forms a homogeneous sauce. Incorporate the mushrooms and cook for another 1 minute. Remove from the heat, add the crème fraîche and the grated Gruyère. Season with salt and pepper. Step 5:Preheat the oven to 180 ° C _Th.6_. Cover each pancake with a slice of ham _a half_ and a layer of mushroom sauce and wrap them on themselves. Arrange them tight in a buttered dish and sprinkle with the remaining butter. Step 6:Bake for 20 minutes until they are golden.	17
1652	Ficelles picardes maison	750g.com	https://www.750g.com/ficelles-picardes-r22606.htm	30	2 servings	https://static.750g.com/images/600-600/e69f816c81c270f01e15720834e130f9/ficelles-picardes.jpg	not_given	Step 1 :First of all, love the mushrooms very finely _we can also pass them to the robot, it is more practical and less laborious!_. Happing the shallot finely, and making it come back in a pan, with a little fat, Until coloring. Take the shallots of the pan, and brown the mushrooms, until they lose a little of their water. Then add the shallots, previously returned in the oil, then the cream little by little . Light simmer over low heat. The mixture must thicken, to form a sort of dough. Salt and pepper. Play a gratin mold. During the worktop, spread a pancake, then place half a slice of ham and above the mixture Mushrooms/Cream/shallots. Lower the pancake and place it in the dish, opening up _to prevent the pancake from dripping when cooking_. Once the dish filled, coat with a little crème fraîche and grated cheese. Enfour in a hot oven, until the top of the dish is gratin.	8
1653	Les crêpes à la bière	750g.com	https://www.750g.com/les-crepes-a-la-biere-r90889.htm	13	10 servings	https://static.750g.com/images/600-600/65fb1e2aecbb1c23e57c72455ad0b508/les-crepes-a-la-biere.jpg	not_given	Step 1 :In a bowl, put the flour and salt.Dig a well and add the beaten eggs and milk.Mix gently to dilute. Add the melted butter and incorporate the beer until a fluid dough is obtained.2nd step :Let stand for an hour.Step 3:Cook in a very hot crêpe 2 minutes on each side. Garnir depending on the desire.	7
1654	Ficelles picardes légères	750g.com	https://www.750g.com/ficelles-picardes-r83852.htm	35	4 servings	https://static.750g.com/images/600-600/91771f68ea91bd911aeec4ea8f9c6655/adobestock-85330059.jpeg	not_given	Step 1 :Peel and finely chop the shallots. Cut the feet of the mushrooms, rinse them and cut them into strips. Brown everything in a pan over high heat with the butter, a little salt and pepper.2nd step :Once the mushrooms have reduced, add the cream. Mix 2 to 3 minutes, the mixture should be topped. Preheat the oven to 180 ° C and butter a gratin dish.Step 3:On each pancake, place a slice of ham, then divide the mushrooms. Roll the pancakes and place them in the dish. Bake for a few minutes to warm them up.	6
1655	Ficelles Picardes aux endives braisées	750g.com	https://www.750g.com/ficelles-picardes-aux-endives-braisees-r97569.htm	60	4 servings	https://static.750g.com/images/600-600/69c4ecd51643c147e04c2ecaf7efe284/ficelles-picardes-aux-endives-braisees.jpg	not_given	Step 1 :Make the PA Step 2:Centrifugal 4 endives.Pour the juice obtained in a saucepan with 75 cl of milk and soy sauce.Heat.Step 3:In a saucepan, melt 100 g of butter, add 100 g of flour in rain and whisk.Dry 5 minutes on the heat to get a smooth mixture.Let cool.Effects the remaining 8 endives.Keep each heart and cut the rest of the leaves in small dice.Step 4:In a saucepan, melt 20 g of butter, add the endive hearts, color legend step 5:Cook until step 6:In each start -up 7:Just before serving your creates	12
1656	Ficelles picardes	750g.com	https://www.750g.com/ficelles-picardes-r3484.htm	50	0 servings	https://static.750g.com/images/600-600/e7bfcf0b57c1512dd6e521df9f184b13/ficelles-picardes.png	not_given	Step 1 :Make pancakes. PREPARE A thick béchamel sauce.Add ham cut into pieces.2nd step :Fry fresh mushrooms and add them.Step 3:Salt and pepper, garnish the pancakes and coat them with fresh cream and grated gruyère.Go in the oven for 20 minutes.	8
1657	Ficelles picardes simples	750g.com	https://www.750g.com/ficelles-picardes-r83596.htm	10	4 servings	https://static.750g.com/images/600-600/f27ab07b5b621fb3d25cc936d208bfdc/ficelles-picardes-simples.jpeg	not_given	Step 1 :Cut Champi into strips and brown them to the olive huct.2nd step :Add the cream, salt, pepper and simmer for 10 minutes over low heat.Step 3:Dress the pancakes to place the ham and stuffing slice and roll it.Step 4:Coat from Gruyère and bake 200 ° C 10 min.	5
1658	Crêpes surprises	750g.com	https://www.750g.com/crepes-surprises-r21032.htm	40	6 servings	https://static.750g.com/images/600-600/e49bf0004ca57b4ca94ff119347dddff/crepes-surprises.jpg	not_given	Step 1 :Prepare the pancake dough: make a well in the flour.Break the eggs.Mix, add the herbs, the salt then the milk using a whisk. If the dough had lumps, pass it. Add the melted butter and let stand for 1 hour.2nd step :Cut the ham in dice, the emmental in small cubes.Step 3:Grease a pancake pan. When the pan is very hot, pour a ladle of dough. Immediately switch a little ham and cheese. Cook for 1 to 2 minutes. Gently cross the second side.Step 4:Reserve the pancakes warm on a pot of boiling water.Serve with a good tomato salad or a green salad.	11
